source_document,page_or_section,shunt_type,ligation_strategy,clinical_notes,instruction_snippet
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 210,Unknown,,,"8.2.1	
General Approach
During the ultrasound exploration of patients 
with reflux in superficial leg veins, the 
investigation of pelvic leak points must be per-
formed, when a Valsalva positive ref"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 211,Unknown,,,"205
A linear probe (7.5–12 MHz) is used first, but 
a convex or micro-convex one (5 MHz) may be 
necessary in overweight patients. It’s important 
that the patient properly performs the Valsalva 
test"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 211,Unknown,,,"8.2.2	
Spontaneous Flow Through 
a Pelvic Leak Point
If a spontaneous reflux on any of the pelvic leak 
points is detectable with the patients in upright 
position, a pelvic hypertension must be sus-"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 212,Unknown,,,"206
spermatic vein pressure evaluation, urine tests to 
detect microscopic haematuria and proteinuria). 
If the PLP reflux disappears in the lying position, 
the mini-invasive surgical treatment of th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 212,Unknown,,,"8.2.3	
Pole Test to Evaluate 
the Pressure in the Left 
Ovarian Vein
In any case the haemodynamic evaluation of the 
flow in the left ovarian vein is useful to sort out 
pelvic congestion syndrome. T"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 212,Unknown,,,"8.3	
General Considerations 
to the Treatment of Pelvic 
Leak Points
Thanks to Claude Franceschi pelvic leak point 
ultrasound 
identification 
and 
anatomical 
description [1–3], a minimally invasiv"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 213,Unknown,,,"207
clitoridian point is the well-defined anatomical 
position easy to reach with a mini-invasive surgi-
cal dissection. Their depth ranges from 3 mm for 
the perineal point to 30  mm for the inguinal"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 213,Unknown,,,"8.4	
Complications of Surgery 
of Pelvic Leak Point
In the author’s experience of 366 PLP-treated 
patients, no deep vein thrombosis, pulmonary 
thromboembolism or deaths were observed, nor 
any brui"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 213,Unknown,,,"8.5	
The Female Inguinal Leak 
Point (IP)
The IPs represent the 36% of all the pelvic leak 
points treated by the author in women. The ingui-
nal point (IP) is the superficial ring of the ingui-
nal "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 214,Unknown,,,"same site than images (a) and (b). Reflux demonstration 
during the Valsalva test. (d) Same image as (a) and (b) 
with colour-­coded duplex under Valsalva manoeuvre. 
The flow emerges through the inne"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 215,Unknown,,,"209
distal ligation without ligation at the very IP 
level has shown to fail either immediately or 
after a time due to the large anastomoses in this 
region (see Fig. 8.1). Only once in the experi-
e"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 215,Unknown,ligated at,,"8.6	
The Perineal Leak Point (PP)
The posterior perineal points (PPs) represented 
61% of all the female PLPs treated by the author. 
The perineal point (PP) is the superficial perineal 
fascia hole "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 217,Unknown,,,"8.7	
The Clitoridian Point (CP)
The clitoris is a complex structure attached to the 
mons pubis and labia and ventrally to the urethra 
and vagina. It’s composed by an erectile body, 
composed of a p"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 217,Unknown,"ligated with a 
3 zero non-absorbable braided coat",,"8.9a) is the anastomotic plexus between the bul-
bar vein and the superficial dorsal clitoris vein 
through which the flow reaches the external 
pudendal vein and runs into the great saphenous 
vein ("
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 218,Unknown,,,"8.8.1	
Male Inguinal Point (IP)
The veins of the superficial and deep penile 
venous plexuses surrounding the urethra and 
penis connect the right and left pampiniform 
plexuses and so do the scrotal"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 219,Unknown,,,"213
sides merges in the middle into the scrotal sep-
tum: the lower part of the scrotal septum joins the 
vaginal tunic in the scrotal ligament. Scrotal 
veins form a single venous path communicating "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 219,Unknown,,,"8.9	
Obturator Leak Point
The obturator vein drains the muscles of the 
upper-medial segment of the thighs. Anterior and 
posterior muscular collectors run together into 
the main obturator vein trun"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 220,Unknown,"ligated if necessary opening the pectineus 
muscle fascia, under B-mode preoperat",,"214
femoral vein via the circumflex muscular medial 
collector or be the leakage point for a venous 
insufficiency in the leg.
The anterior muscular circumflex collector 
can be ligated if necessary o"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 220,Unknown,,,"8.10	
Gluteal Leak Points
Gluteal leak points are seldom found in relation 
to varicose veins of lower limbs.
The inferior gluteal vein (sciatic vein) is a large 
valvulated parietal collector that r"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 221,Unknown,,,"9.	Lepage PA, Villavicencio JL, Gomez RE, Sheridan 
MN, Rich NM.  The valvular anatomy of the iliac 
venous system ands its clinical implications. JVS. 
1991;14(5):678–83."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 221,Unknown,,,"11.	Franceschi C, et al. CHIVA: hemodynamic concept, 
strategy and results. Int Angiol. 2016;35(1):8–30."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 221,Unknown,,,"17.	Delfrate R, Bricchi M, Franceschi C, Goldoni 
M. Multiple ligation of the proximal greater saphe-
nous vein in the CHIVA treatment of primary varicose 
veins. Veins Lymphat. 2014;3:19–21."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 222,Unknown,,,"9.1	
Introduction
Femoral vein (FV) duplication is a higher preva-
lent anatomical variant than what generally 
thought [1, 2]. In primary and post-thrombotic 
reflux patterns, the duplication feeds "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 223,Unknown,,,"218
runs just above the interosseous membrane 
between the tibia and the fibula.
The posterior tibial vein generates at the con-
fluence of the medial and lateral plantar veins 
below the medial malle"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 223,Unknown,,,"9.3	
Rationale 
for the Haemodynamic 
Management and Clinical 
Scenario
Literature is clearly showing how descriptive 
anatomy must take into consideration the 
extremely frequent variations in the c"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 224,Unknown,,,"219
CFV
FV
FV
DV
DFV
Fig. 9.1  Duplication (DV) of the femoral vein (FV). DFV 
deep femoral vein, CFV common femoral vein (With per-
mission from [8])
CFV
FV
FV
DV
DFV
Fig. 9.2  Closed refluxing netwo"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 224,Unknown,,,"to the superficial system, a reflux generated inside a 
closed circuit (closed shunt) can be ­suppressed by 
adequately changing the pressure gradient through 
a selective ligation of the leaking poin"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 225,Unknown,,,"220
As initially postulated back in the early twen-
tieth century by Linton and Bauer, femoral liga-
tion seems to be not only safe but even effective 
in deep venous reflux control [9].
The frequent "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 225,Unknown,,,"9.4.1	
Preoperative Diagnostics
The ultrasound assessment in colour identifies a 
deep venous reflux along a duplicated vein, with 
the leaking point at the vessels bifurcation 
(Fig. 9.4).
A magneti"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 226,Unknown,,,"221
slow flow of the deep venous system, providing 
further evidence of this anatomical bifurcation."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 226,Unknown,,,"9.4.2	
Surgical Technique
The patient lies supine with a leg flexed at the 
knee and in abduction (frog-legged), in order to 
facilitate the access to the medial side of the 
thigh.
Under local anaes"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 226,Unknown,,,"9.5	
Haemodynamic 
Management of Deep 
Venous Insufficiency  
at the Calf
The same rationale as described in Fig. 9.3 can be 
applied to a selective reflux situation at the calf. 
The most often obse"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 226,Unknown,,,"•	 Refluxing muscle veins with connection to the 
distal small saphenous vein. The treatment is 
to interrupt the muscle vein at its junction with 
the popliteal vein in the popliteal fossa (see 
Fig."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 226,Unknown,,,"•	 Refluxing posterior tibial vein with connec-
tion to the distal great saphenous vein. The 
a
b
Fig. 9.4  (a) Duplicated femoral vein (orange dotted line, accessory femoral vein) at the confluence w"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 227,Unknown,,,"222
treatment is to interrupt the posterior tibial 
vein at its junction with the popliteal vein in 
the popliteal fossa (see Fig. 9.6b).
The surgical access in both cases is the same 
as to perform a"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 227,Unknown,,,"8.	Zamboni P, Gianesini S. Surgical technique for deep 
venous reflux suppression in femoral vein duplication. 
EJVES Short Rep. 2016;30:10–12."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 227,Unknown,,,"10.	Labropoulos N, Tassiopoulos AK, Kang SS, Mansour 
MA, Littooy FN, Baker WH.  Prevalence of deep 
venous reflux in patients with primary superficial vein 
incompetence. J Vasc Surg. 2000;32:663–8."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 227,Unknown,,,"11.	Robertson LA, Evans CJ, Lee AJ, Allan PL, Ruckley 
CV, Fowkes FG. Incidence and risk factors for venous 
a
b
Fig. 9.6  (a) Reflux via a muscle vein, joining the distal 
small saphenous vein (compa"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 228,Unknown,,,"12.	Meissner MH, Manzo RA, Bergelin RO, Markel A, 
Strandness DE Jr. Deep venous insufficiency: the rela-
tionship between lysis and subsequent reflux. J Vasc 
Surg. 1993;18:596–605."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 228,Unknown,,,"15.	Lurie F, Kistner R, Perrin M, Raju S, Neglen P, Maleti 
O. Invasive treatment of deep venous disease. A UIP 
consensus. Int Angiol. 2010;29(3):199–204."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 228,Unknown,,,"17.	Zamboni P. Reflux elimination without any ablation 
or disconnection of the saphenous vein: a hemody-
namic model for venous surgery. Eur J Vasc Endovasc 
Surg. 2001;21(4):361–9.
9  Haemodynamic M"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 229,4,,,"Patients [1]
Three hundred and fifty-seven patients were 
operated using CHIVA and monitored for 4 years. 
They were not compared with another group. In 
94% of the patients, by the end of the study, "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 229,4,,,"10.1.2	 Comparison Between Stripping 
and CHIVA [2, 3, 4]
Cappelli et al. investigated 148 patients treated 
by CHIVA with mean follow-up of 3 years. Then 
they compared their own results with the th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 230,5,,,"226
the CHIVA method in 1995, so no prospective 
comparison of the two methods was possible.
In both groups, CHIVA produced significantly 
better outcomes than in the three stripping groups 
from the "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 230,Unknown,,reflux disappearance in the GSV,"10.1.3	 Reflux Elimination Without 
Any Ablation or Disconnection 
of the Saphenous Vein [8]
The aim of this prospective study was to investi-
gate the possibility of the haemodynamic sup-
pression o"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 230,Unknown,,,"CHIVA treatment in their hospital. They com-
pared the postoperative superficial vein thrombo-
sis found in the GSV after so-called drained"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 230,4,,,"CHIVA (101 patients, CHIVA 1 or 2) and 
­undrained CHIVA (64 patients, CHIVA 1 + 2). 
Table 10.2  Comparison of objective and subjective 
Hobbs criteria in the Maeso Group own CHIVA vs. own 
historica"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 230,Unknown,,,"CHIVA 
group
Clinical 
symptoms
60 (66.6%) 29 (32.2%) 1 (1.1%)
Stripping 
group
24 (28.2%) 43 (50.6%) 18 (21.2%)"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 230,Unknown,,,"CHIVA 
group
Spider veins after 
3 years
8 (8.9%)
82 (91.1%)
Stripping 
group
33 (659%)
29 (34.1%)
Table 10.4  Comparison of the presence of varicose 
veins after 3  years between own CHIVA patients w"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 231,4,,,"227
This work was presented on the Spanish Congress 
of Angiology and Phlebology 2001, Valladolid.
One hundred and one patients (61%) were 
treated either with CHIVA 1 or 2; 64 patients 
(39%) were tr"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 231,Unknown,,,"Type
Number of 
patients
Follow-up Results
Zamboni Prospective, no 
comparison
357
4 years
Drained great saphenous vein in 94% after 4 years
Recidives after 4 years (11%)
Air plethysmography: Signific"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 232,Unknown,,,"228
the group with discomfort was 1.04 cm ± 0.29, and 
in superficial vein thrombosis patients without dis-
comfort, it was 0.78 cm ± 0.31. The difference was 
statistically significant (p < 0.001).
I"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 232,3,"CHIVA 2 
Treatment on Shunt Type 3 [10]
José María Escribano and the team from the Vall 
d’Hebrón Un",,"10.1.5	 Evolution of CHIVA 2 
Treatment on Shunt Type 3 [10]
José María Escribano and the team from the Vall 
d’Hebrón University in Barcelona published an 
investigation about the results of CHIVA i"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 232,3,,refluxive segment of the GSV,"89.9% of the patients had a clinical cure situa-
tion according to the Hobbs criteria and 10% an 
improvement (see Table 10.1) at the moment of 
the reflux reappeared, and still 79% were classi-
fied "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 232,Unknown,,,"CHIVA with the use of compression in the treat-
ment of venous ulcers with incompetence of the 
superficial leg veins (C6 in the CEAP classifica-
tion). Twenty-four legs in 24 patients were treated 
w"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 232,3,,,"Type 1 were treated with crossectomy, and with 
further interruptions, seven legs with Shunt Type 
3 were treated with the CHIVA 2 procedure.
The study evaluated:"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 232,Unknown,,,"•	 Quality of life based on the SF-36 question-
naire before treatment and 6  months after 
treatment
Apart from the clinical evaluation, a duplex 
ultrasound was performed every 6 months for a 
total"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 233,Unknown,,,"229
values did not alter significantly in the compres-
sion group, whereas in the CHIVA group, all the 
values, including the ejection fraction, were sig-
nificantly improved after 6 months.
There was"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 233,Unknown,,,"CHIVA in the treatment of superficial venous 
incompetence. The study enrolment followed 
CONSORT requirements. One hundred and 
eighty consecutive patients were screened by 
clinical examination, inc"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 233,2,,,"2.86 ± 0.3 mm2/day
Recurrence of ulcer (p < 0.05)
9 cases (38%)
2 cases (9%)a
aBoth these patients needed the second step of CHIVA 2 treatment (crossotomy), which was not carried out during the 
inves"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 233,4,,,"Type 4: Reflux from the 
proximal saphenous vein 
to a varicose tributary
18%
0%
p < 0.01"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 233,5,,,"Type 5: Recurrence from 
varicose veins greater 
than 5 mm without 
connection to the deep 
veins
8%
22%
p < 0.01
10  CHIVA: Results from Literature"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 234,4,,,"10.2.3	 Randomized Comparison 
Stripping vs. CHIVA [14]
Iborra and her team published in 2006 (Spanish) 
a prospective randomized investigation with 100 
legs treated either with CHIVA or stripping w"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 234,Unknown,,,"8.04 days (p < 0.001).
In neither group, severe complications were 
found. Eleven patients in the stripping group 
complained because of neural lesions at the 
ankle, five still at the control after 6"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 234,Unknown,,,"Patients with recidives and asking for a redo 
intervention were immediately treated (five 
patients each group) (Table 10.11).
The results after 5  years are represented in 
Table 10.12. Apart from a"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 234,Unknown,,,"10.2.4	 Varicose Vein Surgery: 
Stripping vs. CHIVA 
Methods—A Randomized 
Controlled Trial [15]
The objective of this study was to compare the 
efficacy of the CHIVA method for the treatment 
of var"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 235,Unknown,,,"231
­(control group 2, n = 167). The outcome measure 
was clinical recurrence within 5 years, assessed 
clinically by previously trained independent 
observers. Duplex ultrasonography was also used 
t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 235,Unknown,,,"10.2.5	 Cochrane Review: Bellmunt-­
Montoya S, CHIVA Method 
for the Treatment of Chronic 
Venous Insufficiency  
(2013–2015) [16]
This is an update of the review first published in 
2013 aimed to co"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 236,1,,,"232
quantitative analysis. The risk ratio (RR), the 
mean difference (MD), the number of people 
needed to treat for an additional beneficial 
­outcome (NNTB) and the number of people 
needed to treat"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 236,5,,,"10.3.1	 Great Saphenous Varicose 
Vein Surgery Without 
Sapheno-Femoral Junction 
Disconnection [11]
This case-control study was designed to deter-
mine whether preoperative duplex imaging could 
pre"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 236,Unknown,,,"10.3.2	 Calibre Reduction 
of Saphenous and Deep Veins 
After CHIVA [17, 18]
The diameters of the great saphenous vein (GSV) 
and the common femoral vein (CFV) seem to 
give a hint about the severity"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 237,Unknown,,ep vein (N1,"233
who asked if the femoral vein would not suffer an 
overload after CHIVA, this study was designed. 
Hach postulated that the tributary blood (N3) 
draining through the saphenous vein (GSV, N2) 
int"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 237,2,,,"Patients underwent drained interventions 
(CHIVA 2 in one or two steps, depending on the 
evolution or crossectomy) (Note that in Germany 
the crossotomy is not reimbursed; thus a crossec-
tomy has to"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 237,Unknown,,,"[19]: In a prospective multicentre study, 557 legs 
of 458 patients were scanned with ultrasound 
preoperatively measuring the diameter of the 
common femoral vein distal to the sapheno-­
femoral junc"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 237,Unknown,,,"5.1 mm in the male group. The diameter of the 
common femoral vein changed from 14.0  mm 
preoperatively to 13.7 mm postoperatively in the 
female group and from 16.5 to 16.1 mm postop-
eratively in t"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 238,Unknown,,,"1.72 ± 1.10 after 5 years (p = 0.007). Refilling 
time in photoplethysmography was prolonged 
from 15.24 ± 6.18 s to 21.61 ± 9.2 s preopera-
tively after 5 years (p = 0.022).
The authors concluded tha"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 238,Unknown,,,"10.3.3	 Role of Surgical Technique 
(Stripping vs. CHIVA) 
and Surgeon’s Experience 
on the Outcome of CHIVA [20]
This study was a retrospective analysis compar-
ing the outcome after stripping versu"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 238,Unknown,,,"0.5 cm diameter.
In the first period, 223 patients underwent 
stripping and 88 CHIVA. A cure was achieved in"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 238,5,,,"30.9% after stripping and 12.6% after CHIVA 
(p < 0.05); a failure was found in 47.5% of strip-
ping and 67% of CHIVA patients (p < 0.05).
In the second period, 186 patients were treated 
with strippi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 238,Unknown,,,"44.2% (p  <  0.05). 46.7% of stripping patients 
were classified as failure and 30.2% in the CHIVA 
group (p < 0.05). 1.6% in the stripping group had 
permanent neural damage compared with none in 
th"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 238,Unknown,,,"10.3.4	 Multiple Ligation 
of the Proximal Greater 
Saphenous Vein in the CHIVA 
Treatment of Primary 
Varicose Veins [21]
To determine whether a crossotomy is necessary 
or a ligation could be perfo"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 238,Unknown,,,"•	 Group 3: (N = 56) Triple polypropylene liga-
tion (TPL) with No. 0 polypropylene (follow-
­up 12 months)
In the first two groups, the rate of new reflux 
with Valsalva at the SFJ Level was 6.1%; in"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 239,Unknown,,,"10.3.5	 Hemodynamic Classification 
and CHIVA Treatment 
of Varicose Veins in Lower 
Extremities (VVLE) [22]
Prospective comparison of 150 patients with var-
icose veins is divided into three groups:"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 239,Unknown,,,"CHIVA, with follow-up of 18 months. This work 
was supported by the Scientific Program of 
Medicine and Health in Zhejiang Province: 
2014KYB263.
No differences in CEAP or shunt types 
between both gr"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 239,Unknown,,,"10.3.6	 CHIVA: A Prospective Study 
of a Vein Sparing Technique 
for the Management 
of Varicose Vein Disease [23]
This is a prospective study assessing the rate of 
recurrence of venous reflux with "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 240,Unknown,,,"CHIVA method compared favourably with vein 
ablation techniques. High patient satisfaction, 
low complication rate and low cost encourage to 
pursue further study using this technique."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 240,4,,,"10.3.7	 Endoluminal Treatment 
of Great Saphenous Vein 
in the CHIVA Context [24]
In its description, the CHIVA strategy was per-
formed with surgical techniques [22]. After the 
introduction of endo"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 240,Unknown,,,"CHIVA strategy using endoluminal heat tech-
niques to close the groin segment (75 patients 
with VNUS ClosureFast or 29 patients with 
LASER [1470 nm, Intros radial]).
A significant reduction of diame"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 240,Unknown,,,"10.4.1	 German CHIVA Group 
Consensus: How to Treat 
Veins When Stripping, CHIVA 
Endoluminal Treatments 
and Foam Sclerotherapy  
Are Available? [18]
In 2010 on a meeting of the German Society of"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 240,Unknown,,,"CHIVA, a consensus was developed about how to 
treat a great saphenous vein insufficiency depend-
ing on type of shunt and length of reflux having 
the options to apply ablative strategies (stripping,"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 240,Unknown,,refluxive great saphenous vein (GSV | reflux in GSV,"CHIVA to find a consensus for treatment of the 
refluxive great saphenous vein (GSV) [12].
Nineteen participants (14 surgeons, 4 of them 
are vascular surgeons, 4 internists, 1 dermatolo-
gist and 1 g"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 241,Unknown,,ep vein from GSV | refluxes in a thin GSV,"237
as useful in more than 50% of all cases, foam 
slightly less. Stripping is more often mentioned 
as above- and below-knee refluxes, foam in 
shorter refluxes (only above knee) and thinner 
veins. "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 241,Unknown,,,"CHIVA. Further discussions and trials have to be 
completed to find the optimal treatment option 
for each reflux situation.
Literature"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 241,Unknown,,,"2.	Maeso J, Juan J, Escribano J, Allegue NM, Di Matteo 
A, Gonzalez E, Matas M. Comparison of clinical out-
come of stripping and CHIVA for treatment of vari-
cose veins in the lower extremities. Ann "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 241,Unknown,,,"CHIVA cure and stripping in the treatment of varicose 
veins of the legs: follow-up of 3 years. J Mal Vasc. 
1996;21:40–6. French"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 241,Unknown,,,"CHIVA. Incidencia, factores condicionantes y reper-
cusiones clınicas. Presented at the XLVII National 
Congress of the Spanish Society of Angiology and 
Vascular Surgery, Valladolid; 2001."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 241,Unknown,,,"10.	Escribano JM, Juan J, Bofill R, Maeso J, Rodríguez-
Mori A, Matas M. Durability of reflux-elimination by 
a minimal invasive CHIVA procedure on patients with 
varicose veins. A 3-year prospective "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 241,Unknown,,,"12.	Zamboni P, Cisno C, Marchetti F, Mazza P, Fogato L, 
Carandina S, De Palma M, Liboni A. Minimally inva-
sive surgical management of primary venous ulcers 
vs. compression treatment: a randomized c"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 242,Unknown,,,"17.	Mendoza E. Diameter reduction of the great saphe-
nous vein and the common femoral vein after CHIVA 
long-term results. Phlebologie. 2013;42:65–9."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 242,Unknown,,,"18.	Mendoza E.  Treatment of great saphenous vein 
reflux  – consensus considering stripping, foam-
sclerotherapy, endoluminal techniques and CHIVA 
as options (German:Therapie der Stammvarikose 
der "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 242,Unknown,,,"21.	Delfrate R, Bricchi M, Franceschi C, Goldoni 
M. Multiple ligation of the proximal greater saphe-
nous vein in the CHIVA treatment of primary varicose 
veins. Veins Lymphat. 2014;3:19–22."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 242,Unknown,,,"22.	Wang H, Chen Q, Fei Z, Zheng E, Yang Z, Huang 
X. Hemodynamic classification and CHIVA treatment 
of varicose veins in lower extremities (VVLE). Int J 
Clin Exp Med. 2016;9(2):2465–71."
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 242,Unknown,,,"24.	Mendoza E, Amsler F.  CHIVA with endoluminal 
procedures: LASER versus VNUS – treatment of the 
saphenofemoral junction. Phlebologie. 2017;46:5–12.
E. Mendoza and E. Menegatti"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 243,1,,,"11.1	
Introduction
Saphenous sparing surgery is performed all 
around the world. Very different health-care sys-
tems lead to difficult diagnostic and treatment 
settings; in some countries, differen"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 244,Unknown,,,"11.2.1	 Preoperative Assessment 
of the Patient
Prior to talk about interventions, the indication 
to perform the treatment must be clear. The 
patient should be explained the therapeutic 
options, w"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 244,Unknown,,,"•	 Post-thrombotic occlusion of the deep leg 
veins with secondary varices acting as a 
bypass. Nevertheless, targeted ligations may 
allow some improvement to be achieved.
Indications for varicose ve"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 244,Unknown,,,"11.2.3	 Preoperative Assessment 
of Venous Reflux
Given the indication to perform the intervention, the 
first step is to do a cartography with a clear descrip-
tion of the shunt type and the recircu"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 245,Unknown,,,"skin. The black line indicates the disconnection point, 
the first number the depth of the vein wall, and the sec-
ond number the diameter of the vein in mm. (c) 
Saphenous vein with branching tributa"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 245,Unknown,,,"the circle. The numbers indicate the depth of the fascia 
from the skin and the diameter of the perforator at this 
level in mm. (e) Direct incompetent perforating vein fill-
ing a saphenous vein. The"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 245,Unknown,,,"fascia and the diameter of the perforating vein in mm. (f) 
Refluxive tributary. This tributary shall be treated with 
phlebectomy; many little interruption lines in black are 
the signal for this. Wi"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 246,Unknown,,,"242
In the same way, the result of the investigation 
has to be written down in the records of the 
patient and as the base for the surgery. Also in 
this case, the team is free to choose one form of "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 246,3,"CHIVA 2 Point” is interrupted (F and Line 
with crossbeams), as well as two further tributary",,"11.3.1	 Technical Aspects
In the context of CHIVA, different techniques 
will be applied: from sclerotherapy with or with-
out ultrasound control, intervention on tributaries 
(only disconnection or "
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 247,Unknown,,,"a
b
Fig. 11.4  Cartography with the result of the investiga-
tion; different types of cartography are possible; free hand 
painting of the reflux pathways, shunt types, and discon-
nection points must"
0-Saphenous-Vein-Sparing-Strategies.pdf,Page 247,5,,,"empty scheme contains the deep and the saphenous veins 
as lines. During the cartography, the flow direction and 
relevant connections are marked. Cartography of a pel-
vine shunt type 5 in the great "
